20180204,abc,8119.600098
20180207,abc,866.6799927
20180208,abc,7908.470215
20180209,abc,4431.640137
20180210,abc,231086.875
20180211,abc,25151.38086
20180212,abc,196995.9844
20180213,abc,155659.4531
20180214,abc,16019.67969
20180215,abc,29472.50977
20180216,abc,442816.6875
20180217,abc,76073.25781
20180218,abc,23787.08008
20180219,abc,1544.23999
20180220,abc,11312.16016
20180221,abc,44211.21094
20180222,abc,130149.3438
20180223,abc,24093.30078
20180224,abc,744370.1875
20180225,abc,548097.5625
20180226,abc,243247.7344
20180227,abc,10777.44043
20180228,abc,18881.11914
20180301,abc,6866.27002
20180302,abc,52325.67188
20180303,abc,2428019
20180304,abc,382508.25
20180305,abc,470775.6563
20180306,abc,132734.4375
20180307,abc,340250.7188
20180308,abc,310920.9063
20180309,abc,202236.0313
20180310,abc,449869.2188
20180311,abc,411848.6875
20180312,abc,402296.5625
20180313,abc,14323.23047
20180314,abc,474288.125
20180315,abc,316220.4063
20180316,abc,324929.625
20180317,abc,60102.28906
20180318,abc,21841.58008
20180319,abc,258399.2656
20180320,abc,153820.5156
20180321,abc,244695.9063
20180322,abc,408119.9688
20180323,abc,108162.1875
20180324,abc,213.6499939
20180325,abc,113269.2969
20180326,abc,33911.26953
20180327,abc,278132.0938
20180328,abc,162825.0781
20180329,abc,491402.1563
20180330,abc,401222.9688
20180331,abc,16005.17969
20180401,abc,13493.41992
20180402,abc,155766.5313
20180403,abc,459130.4688
20180404,abc,17434.50977
20180405,abc,14360.26953
20180406,abc,34516.82813
20180407,abc,461490.1563
20180408,abc,275712.875
20180409,abc,263895.4688
20180410,abc,82453.78906
20180411,abc,93253.61719
20180412,abc,373414.3125
20180413,abc,171171.2969
20180414,abc,183047.6563
20180415,abc,522461.7188
20180416,abc,121254.4531
20180417,abc,234237.1094
20180418,abc,196804.3906
20180419,abc,123023.6406
20180420,abc,345256.0625
20180421,abc,983368.4375
20180422,abc,15934.11035
20180423,abc,160572.4375
20180424,abc,69775.02344
20180425,abc,426226.125
20180426,abc,411877.5313
20180427,abc,284577.9688
20180428,abc,22907.59961
20180429,abc,26945.74023
20180430,abc,463286.9375
20180501,abc,215667.625
20180502,abc,179828.1563
20180503,abc,148395.2969
20180504,abc,461542.8125
20180505,abc,976549.3125
20180506,abc,63183.17188
20180507,abc,211270.875
20180508,abc,409485.7188
20180509,abc,616514.25
20180510,abc,130358.7188
20180511,abc,116691.3828
20180512,abc,105774.1484
20180513,abc,166084.5156
20180514,abc,316451.5625
20180515,abc,116137.6094
20180516,abc,239534
20180517,abc,330692.6563
20180518,abc,414361.5938
20180519,abc,17568.84961
20180520,abc,316340.4688
20180521,abc,165643.2656
20180522,abc,105390.1406
20180523,abc,193967.4531
20180524,abc,646131.8125
20180525,abc,340901.375
20180526,abc,287048.6875
20180527,abc,467118.7813
20180528,abc,165924.125
20180529,abc,125322.1172
20180530,abc,263995.875
20180531,abc,95981.32813
20180601,abc,294731.7813
20180602,abc,246356.0156
20180603,abc,136605.9063
20180604,abc,308826.5313
20180605,abc,630571.875
20180606,abc,319436.1563
20180607,abc,298288.875
20180608,abc,287548.7188
20180609,abc,504630.6563
20180610,abc,162099.7656
20180611,abc,43191.19141
20180612,abc,37410.75
20180613,abc,72802.65625
20180614,abc,80178.32813
20180615,abc,45671.07813
20180616,abc,542067.6875
20180617,abc,491966.75
20180618,abc,17907.57031
20180619,abc,47714.08984
20180620,abc,101544.0469
20180621,abc,60324.28906
20180622,abc,79002.04688
20180623,abc,64481.60156
20180624,abc,23107.75
20180625,abc,2045650.5
20180626,abc,25474.08008
20180627,abc,1005582.938
20180628,abc,462938.8438
20180629,abc,12475.53027
20180630,abc,9880.75
