20180101,abc,17736663
20180102,abc,14920509
20180103,abc,14404081
20180104,abc,15396689
20180105,abc,17920962
20180106,abc,17666910
20180107,abc,18798885
20180108,abc,12047688
20180109,abc,16763025
20180110,abc,14789788
20180111,abc,16183571
20180112,abc,19682983
20180113,abc,18771680
20180114,abc,20946349
20180115,abc,13965897
20180116,abc,15197117
20180117,abc,16625018
20180118,abc,15834102
20180119,abc,16694685
20180120,abc,18843374
20180121,abc,22392308
20180122,abc,15025016
20180123,abc,16397513
20180124,abc,15083379
20180125,abc,17311176
20180126,abc,19451401
20180127,abc,18145364
20180128,abc,18240513
20180129,abc,16377479
20180130,abc,18405781
20180131,abc,16988548
20180201,abc,18249689
20180202,abc,16593138
20180203,abc,19587481
20180204,abc,23189900
20180205,abc,17026972
20180206,abc,18870384
20180207,abc,18469105
20180208,abc,20385261
20180209,abc,20382738
20180210,abc,20702333
20180211,abc,19814302
20180212,abc,21179232
20180213,abc,21486875
20180214,abc,19548702
20180215,abc,11541735
20180216,abc,6866490
20180217,abc,6688664
20180218,abc,7680183
20180219,abc,9502337
20180220,abc,11913181
20180221,abc,11259459
20180222,abc,13874901
20180223,abc,17112651
20180224,abc,16883741
20180225,abc,18927667
20180226,abc,17650823
20180227,abc,17828869
20180228,abc,17148785
20180301,abc,16681970
20180302,abc,18105215
20180303,abc,20941740
20180304,abc,18419839
20180305,abc,24483956
20180306,abc,25930571
20180307,abc,23660184
20180308,abc,19608269
20180309,abc,19819924
20180310,abc,18481971
20180311,abc,20329577
20180312,abc,16150794
20180313,abc,15244843
20180314,abc,14752608
20180315,abc,12583083
20180316,abc,13775036
20180317,abc,13592135
20180318,abc,17152774
20180319,abc,10529204
20180320,abc,11844390
20180321,abc,14638137
20180322,abc,22323031
20180323,abc,13933195
20180324,abc,13504931
20180325,abc,11216616
20180326,abc,9500741
20180327,abc,12460375
20180328,abc,8900686
20180329,abc,10635741
20180330,abc,12085538
20180331,abc,11579718
20180401,abc,13819815
20180402,abc,13273084
20180403,abc,15810058
20180404,abc,11634892
20180405,abc,15213984
20180406,abc,12655339
20180407,abc,9979997
20180408,abc,13316293
20180409,abc,13121019
20180410,abc,10731461
20180411,abc,10978993
20180412,abc,12051903
20180413,abc,13958626
20180414,abc,18523931
20180415,abc,15914452
20180416,abc,11477387
20180417,abc,8781577
20180418,abc,12942512
20180419,abc,12537254
20180420,abc,14692979
20180421,abc,17285468
20180422,abc,16056715
20180423,abc,12749225
20180424,abc,14104921
20180425,abc,15309275
20180426,abc,12808708
20180427,abc,14079951
20180428,abc,19095320
20180429,abc,19881016
20180430,abc,17949567
20180501,abc,16075326
20180502,abc,16439859
20180503,abc,15817589
20180504,abc,17634865
20180505,abc,18445955
20180506,abc,18968543
20180507,abc,12472941
20180508,abc,14660727
20180509,abc,13510286
20180510,abc,13660003
20180511,abc,18152670
20180512,abc,16254604
20180513,abc,16364309
20180514,abc,13581050
20180515,abc,18905399
20180516,abc,23368565
20180517,abc,17421702
20180518,abc,21151843
20180519,abc,21673411
20180520,abc,20640643
